ID,BattingTeam,Innings,TotalScore,WicketsLost,WinProbabilityScore
1473486,Chennai Super Kings,1,190,10,64.0
1473486,Punjab Kings,2,194,6,86.4
1473450,Punjab Kings,2,177,2,96.2
1426266,Lucknow Super Giants,1,161,7,61.6
1359517,Lucknow Super Giants,2,108,10,14.8
1359507,Kolkata Knight Riders,2,186,8,71.6
1359483,Royal Challengers Bangalore,2,123,10,23.8
1359518,Gujarat Titans,2,125,6,45.0
1359499,Sunrisers Hyderabad,2,178,10,56.8
1359509,Gujarat Titans,1,207,6,94.2
1359482,Punjab Kings,1,197,5,93.2
1304057,Chennai Super Kings,2,126,10,25.6
1082605,Kings XI Punjab,2,137,9,37.2
1175356,Royal Challengers Bangalore,1,70,10,-8.0
1136614,Sunrisers Hyderabad,1,172,9,58.2
1178423,Sunrisers Hyderabad,1,212,6,97.2
1136608,Royal Challengers Bangalore,2,92,0,55.2
1082635,Mumbai Indians,1,212,3,112.2
1136610,Mumbai Indians,1,186,8,71.6
1304106,Punjab Kings,1,209,9,80.4
1359504,Lucknow Super Giants,2,128,7,41.8
1359516,Mumbai Indians,2,214,4,108.4
1082611,Sunrisers Hyderabad,1,191,4,94.6
1473443,Rajasthan Royals,1,151,9,45.6
1082642,Delhi Daredevils,1,168,8,60.8
1136579,Royal Challengers Bangalore,2,176,4,85.6
1082601,Kolkata Knight Riders,2,171,2,92.6
1178413,Kolkata Knight Riders,1,159,8,55.4
1426276,Rajasthan Royals,2,183,1,104.8
1304100,Sunrisers Hyderabad,2,125,10,25.0
1304053,Lucknow Super Giants,2,211,4,106.6
1304050,Gujarat Titans,2,161,5,71.6
1359516,Rajasthan Royals,1,212,7,92.2
1136605,Delhi Daredevils,1,181,4,88.6
1136592,Delhi Daredevils,1,196,6,87.6
1473449,Mumbai Indians,2,121,2,62.6
1473460,Rajasthan Royals,2,159,10,45.4
1426280,Kolkata Knight Riders,1,261,6,126.6
1136589,Kolkata Knight Riders,2,176,5,80.6
1178403,Kings XI Punjab,1,173,4,83.8
1178403,Royal Challengers Bangalore,2,174,2,94.4
1178397,Kings XI Punjab,2,151,4,70.6
1473505,Kolkata Knight Riders,2,168,10,50.8
1473488,Sunrisers Hyderabad,2,186,6,81.6
1473459,Punjab Kings,1,219,6,101.4
1426303,Punjab Kings,2,145,5,62.0
1473503,Sunrisers Hyderabad,1,231,6,108.6
1473440,Mumbai Indians,1,155,9,48.0
1473482,Lucknow Super Giants,2,161,10,46.6
1473462,Kolkata Knight Riders,2,107,2,54.2
1473479,Rajasthan Royals,2,194,9,71.4
1359527,Punjab Kings,1,179,7,72.4
1359480,Chennai Super Kings,1,217,7,95.2
1304063,Chennai Super Kings,1,154,7,57.4
1359537,Mumbai Indians,2,172,5,78.2
1136605,Royal Challengers Bangalore,2,187,5,87.2
1082605,Delhi Daredevils,1,188,6,82.8
1136565,Chennai Super Kings,2,205,5,98.0
1426292,Kolkata Knight Riders,1,235,6,111.0
1422120,Delhi Capitals,1,174,9,59.4
1426300,Royal Challengers Bengaluru,1,187,9,67.2
1473464,Sunrisers Hyderabad,2,247,2,138.2
1473442,Gujarat Titans,2,232,5,114.2
1175362,Mumbai Indians,1,187,8,72.2
1426276,Mumbai Indians,1,179,9,62.4
1473450,Lucknow Super Giants,1,171,7,67.6
1304100,Royal Challengers Bangalore,1,192,3,100.2
1359499,Mumbai Indians,1,192,5,90.2
1359488,Sunrisers Hyderabad,2,145,2,77.0
1178395,Royal Challengers Bangalore,1,149,8,49.4
1178418,Kolkata Knight Riders,1,175,6,75.0
1178418,Rajasthan Royals,2,177,7,71.2
1082600,Mumbai Indians,2,159,6,65.4
1136566,Delhi Daredevils,2,60,4,16.0
1136596,Sunrisers Hyderabad,2,164,3,83.4
1473476,Gujarat Titans,1,198,3,103.8
1473452,Sunrisers Hyderabad,2,120,10,22.0
1178413,Sunrisers Hyderabad,2,161,1,91.6
1082591,Sunrisers Hyderabad,1,207,4,104.2
1473511,Royal Challengers Bengaluru,1,190,9,69.0
1473502,Lucknow Super Giants,1,235,2,131.0
1473440,Chennai Super Kings,2,158,6,64.8
1473462,Chennai Super Kings,1,103,9,16.8
1359483,Kolkata Knight Riders,1,204,7,87.4
1359518,Delhi Capitals,1,130,8,38.0
1304050,Lucknow Super Giants,1,158,6,64.8
1304079,Chennai Super Kings,2,156,7,58.6
1359482,Rajasthan Royals,2,192,7,80.2
1304057,Punjab Kings,1,180,8,68.0
1370350,Gujarat Titans,2,157,10,44.2
1178395,Delhi Capitals,2,152,6,61.2
1175368,Delhi Capitals,2,152,10,41.2
1136596,Delhi Daredevils,1,163,5,72.8
1426265,Rajasthan Royals,2,152,7,56.2
1082609,Sunrisers Hyderabad,1,159,6,65.4
1136593,Kolkata Knight Riders,2,180,4,88.0
1082601,Kings XI Punjab,1,170,9,57.0
1136576,Kings XI Punjab,1,193,3,100.8
1082638,Mumbai Indians,1,138,7,47.8
1082638,Sunrisers Hyderabad,2,140,3,69.0
1473485,Delhi Capitals,2,190,9,69.0
1473472,Delhi Capitals,1,203,8,81.8
1473472,Gujarat Titans,2,204,3,107.4
1422127,Rajasthan Royals,1,185,5,86.0
1359517,Royal Challengers Bangalore,1,126,9,30.6
1304091,Delhi Capitals,2,189,7,78.4
1304058,Sunrisers Hyderabad,2,157,9,49.2
1304066,Rajasthan Royals,1,165,6,69.0
1304072,Lucknow Super Giants,1,199,4,99.4
1304063,Sunrisers Hyderabad,2,155,2,83.0
1304049,Royal Challengers Bangalore,1,205,2,113.0
1304049,Punjab Kings,2,208,5,99.8
1359488,Punjab Kings,1,143,9,40.8
1136565,Kolkata Knight Riders,1,202,6,91.2
1178405,Sunrisers Hyderabad,2,116,10,19.6
1473490,Rajasthan Royals,2,205,8,83.0
1473473,Rajasthan Royals,2,178,5,81.8
1473451,Gujarat Titans,2,170,2,92.0
1473452,Kolkata Knight Riders,1,200,6,90.0
1082609,Kings XI Punjab,2,154,10,42.4
1175359,Rajasthan Royals,2,170,9,57.0
1426271,Mumbai Indians,1,192,7,80.2
1473482,Mumbai Indians,1,215,7,94.0
1473479,Royal Challengers Bengaluru,1,205,5,98.0
1426274,Royal Challengers Bengaluru,2,221,10,82.6
1359534,Royal Challengers Bangalore,1,171,5,77.6
1359534,Rajasthan Royals,2,59,10,-14.6
980929,Sunrisers Hyderabad,2,137,0,82.2
980943,Rising Pune Supergiants,2,94,3,41.4
1216505,Royal Challengers Bangalore,1,152,7,56.2
1254090,Punjab Kings,2,158,6,64.8
392236,Deccan Chargers,2,158,6,64.8
335982,Royal Challengers Bangalore,2,82,10,-0.8
1216512,Kolkata Knight Riders,2,3,0,1.8
1254059,Delhi Capitals,2,190,3,99.0
1216513,Kings XI Punjab,1,178,4,86.8
1216507,Rajasthan Royals,2,163,5,72.8
1422132,Mumbai Indians,1,125,9,30.0
1422132,Rajasthan Royals,2,127,4,56.2
829769,Mumbai Indians,1,187,5,87.2
980935,Kings XI Punjab,1,143,6,55.8
980915,Sunrisers Hyderabad,1,142,7,50.2
829791,Kings XI Punjab,1,183,5,84.8
829765,Chennai Super Kings,1,134,6,50.4
980943,Sunrisers Hyderabad,1,118,8,30.8
1254112,Mumbai Indians,1,129,8,37.4
1216504,Kolkata Knight Riders,1,174,6,74.4
1254109,Sunrisers Hyderabad,1,115,8,29.0
1216531,Royal Challengers Bangalore,1,171,6,72.6
1216517,Mumbai Indians,1,176,6,75.6
392194,Delhi Daredevils,2,150,4,70.0
1254059,Chennai Super Kings,1,188,7,77.8
1254079,Royal Challengers Bangalore,1,171,5,77.6
1422119,Chennai Super Kings,2,176,4,85.6
1426311,Sunrisers Hyderabad,1,175,9,60.0
1473480,Sunrisers Hyderabad,2,155,5,68.0
980909,Mumbai Indians,2,188,4,92.8
980923,Sunrisers Hyderabad,2,145,3,72.0
981009,Sunrisers Hyderabad,2,149,8,49.4
980927,Royal Challengers Bangalore,1,170,7,67.0
829789,Chennai Super Kings,1,158,5,69.8
829819,Royal Challengers Bangalore,1,180,4,88.0
829747,Mumbai Indians,2,153,9,46.8
829771,Kolkata Knight Riders,1,111,4,46.6
829771,Royal Challengers Bangalore,2,115,3,54.0
980973,Sunrisers Hyderabad,1,177,3,91.2
980933,Mumbai Indians,2,154,7,57.4
980905,Gujarat Lions,2,162,5,72.2
980977,Royal Challengers Bangalore,1,175,6,75.0
980921,Delhi Daredevils,2,192,3,100.2
1254106,Rajasthan Royals,2,85,10,1.0
1254090,Royal Challengers Bangalore,1,164,7,63.4
1216538,Sunrisers Hyderabad,2,174,7,69.4
1216539,Chennai Super Kings,2,131,7,43.6
392182,Rajasthan Royals,2,58,10,-15.2
336028,Mumbai Indians,2,188,10,62.8
1216543,Rajasthan Royals,2,148,8,48.8
1254104,Mumbai Indians,2,136,8,41.6
1216533,Rajasthan Royals,2,126,3,60.6
1254114,Chennai Super Kings,2,173,6,73.8
1254093,Mumbai Indians,2,94,2,46.4
1216496,Chennai Super Kings,2,200,6,90.0
1426293,Sunrisers Hyderabad,1,173,8,63.8
1426289,Mumbai Indians,2,145,10,37.0
829719,Royal Challengers Bangalore,1,166,10,49.6
981019,Royal Challengers Bangalore,2,200,7,85.0
829711,Sunrisers Hyderabad,2,164,6,68.4
829817,Chennai Super Kings,2,162,10,47.2
829813,Delhi Daredevils,1,187,5,87.2
980975,Kolkata Knight Riders,1,158,4,74.8
1254112,Delhi Capitals,2,132,6,49.2
1254098,Chennai Super Kings,2,172,8,63.2
1254106,Kolkata Knight Riders,1,171,4,82.6
1216539,Delhi Capitals,1,175,3,90.0
335982,Kolkata Knight Riders,1,222,3,118.2
336000,Kolkata Knight Riders,2,151,10,40.6
392213,Royal Challengers Bangalore,1,105,10,13.0
336009,Delhi Daredevils,1,187,5,87.2
336009,Chennai Super Kings,2,188,6,82.8
336014,Deccan Chargers,2,181,7,73.6
1254089,Rajasthan Royals,2,190,3,99.0
1216511,Mumbai Indians,1,193,4,95.8
1426269,Rajasthan Royals,2,224,8,94.4
829815,Mumbai Indians,2,114,1,63.4
980915,Kolkata Knight Riders,2,146,2,77.6
980955,Kings XI Punjab,1,154,10,42.4
1216497,Delhi Capitals,2,135,9,36.0
1216499,Mumbai Indians,2,166,5,74.6
1254109,Kolkata Knight Riders,2,119,4,51.4
1254111,Rajasthan Royals,1,185,10,61.0
392182,Royal Challengers Bangalore,1,133,8,39.8
392218,Royal Challengers Bangalore,2,141,7,49.6
335999,Kings XI Punjab,2,167,3,85.2
1254083,Punjab Kings,1,179,5,82.4
1254084,Mumbai Indians,2,219,6,101.4
1426277,Chennai Super Kings,1,210,4,106.0
1473454,Delhi Capitals,1,183,6,79.8
1473454,Chennai Super Kings,2,158,5,69.8
1473444,Lucknow Super Giants,2,193,5,90.8
1473480,Chennai Super Kings,1,154,10,42.4
981019,Sunrisers Hyderabad,1,208,7,89.8
829777,Delhi Daredevils,2,175,7,70.0
829711,Chennai Super Kings,1,209,4,105.4
980969,Rising Pune Supergiants,1,191,6,84.6
829765,Kolkata Knight Riders,2,132,9,34.2
1216497,Kolkata Knight Riders,1,194,6,86.4
1254058,Royal Challengers Bangalore,2,160,8,56.0
1254092,Delhi Capitals,1,127,9,31.2
1254092,Kolkata Knight Riders,2,130,7,43.0
336010,Kolkata Knight Riders,1,129,7,42.4
1254061,Punjab Kings,1,221,6,102.6
1254089,Chennai Super Kings,1,189,4,93.4
1473498,Gujarat Titans,2,205,0,123.0
1422119,Royal Challengers Bengaluru,1,173,6,73.8
1422122,Rajasthan Royals,1,193,4,95.8
1473447,Sunrisers Hyderabad,1,163,10,47.8
829761,Delhi Daredevils,2,158,6,64.8
980935,Sunrisers Hyderabad,2,146,5,62.6
829775,Kings XI Punjab,2,149,7,54.4
980921,Royal Challengers Bangalore,1,191,5,89.6
981011,Delhi Daredevils,1,138,8,42.8
981011,Royal Challengers Bangalore,2,139,4,63.4
980919,Rising Pune Supergiants,1,152,7,56.2
1254096,Mumbai Indians,1,155,6,63.0
1216535,Mumbai Indians,2,111,1,61.6
1216499,Royal Challengers Bangalore,1,164,6,68.4
1254094,Punjab Kings,2,139,4,63.4
1216517,Mumbai Indians,2,16,2,-0.4
392191,Kings XI Punjab,2,173,3,88.8
336014,Kolkata Knight Riders,1,204,4,102.4
336004,Delhi Daredevils,2,133,10,29.8
1216547,Mumbai Indians,2,208,6,94.8
1216513,Chennai Super Kings,2,181,0,108.6
1254114,Delhi Capitals,1,172,5,78.2
1473487,Mumbai Indians,1,217,2,120.2
1422130,Sunrisers Hyderabad,1,162,8,57.2
980927,Mumbai Indians,2,171,4,82.6
980955,Gujarat Lions,2,131,9,33.6
980901,Rising Pune Supergiants,2,126,1,70.6
829791,Kolkata Knight Riders,2,184,9,65.4
829751,Mumbai Indians,1,157,8,54.2
829783,Mumbai Indians,2,153,5,66.8
1216515,Delhi Capitals,1,228,4,116.8
1254071,Sunrisers Hyderabad,2,121,1,67.6
1216517,Kings XI Punjab,2,196,8,77.6
392211,Delhi Daredevils,2,157,1,89.2
335993,Chennai Super Kings,2,152,1,86.2
392208,Royal Challengers Bangalore,2,150,1,85.0
1216512,Kolkata Knight Riders,1,163,5,72.8
1216547,Royal Challengers Bangalore,2,11,0,6.6
1216492,Chennai Super Kings,2,166,5,74.6
1422134,Kolkata Knight Riders,1,272,7,128.2
1422130,Gujarat Titans,2,168,3,85.8
1426278,Delhi Capitals,1,224,4,114.4
980917,Mumbai Indians,1,143,8,45.8
829749,Royal Challengers Bangalore,2,134,1,75.4
980919,Kings XI Punjab,2,153,4,71.8
980939,Kolkata Knight Riders,2,162,8,57.2
1254096,Kolkata Knight Riders,2,159,3,80.4
1254058,Mumbai Indians,1,159,9,50.4
335992,Rajasthan Royals,2,138,3,67.8
335989,Chennai Super Kings,1,208,5,99.8
1216547,Royal Challengers Bangalore,1,201,3,105.6
1216500,Delhi Capitals,1,184,8,70.4
1216500,Rajasthan Royals,2,138,10,32.8
1254084,Chennai Super Kings,1,218,4,110.8
1426277,Lucknow Super Giants,2,213,4,107.8
1473447,Delhi Capitals,2,166,3,84.6
829749,Rajasthan Royals,1,130,9,33.0
980983,Sunrisers Hyderabad,1,146,8,47.6
829783,Delhi Daredevils,1,152,6,61.2
392211,Kolkata Knight Riders,1,154,3,77.4
335989,Mumbai Indians,2,202,7,86.2
1254104,Chennai Super Kings,1,156,7,58.6
1216502,Royal Challengers Bangalore,1,120,7,37.0
1216533,Chennai Super Kings,1,125,5,50.0
1422134,Delhi Capitals,2,166,10,49.6
1473507,Royal Challengers Bengaluru,2,230,4,118.0
1426272,Chennai Super Kings,1,176,6,75.6
980977,Kings XI Punjab,2,174,4,84.4
336023,Royal Challengers Bangalore,2,132,9,34.2
336013,Kings XI Punjab,2,163,9,52.8
392201,Delhi Daredevils,2,150,4,70.0
392213,Rajasthan Royals,2,107,3,49.2
392185,Royal Challengers Bangalore,2,87,10,2.2
392208,Mumbai Indians,1,149,4,69.4
1216502,Sunrisers Hyderabad,2,121,5,47.6
1216496,Rajasthan Royals,1,216,7,94.6
1473492,Delhi Capitals,1,133,7,44.8
1422135,Punjab Kings,2,200,7,85.0
1473498,Delhi Capitals,1,199,3,104.4
1426289,Kolkata Knight Riders,1,169,10,51.4
1473507,Lucknow Super Giants,1,227,3,121.2
1473487,Rajasthan Royals,2,117,10,20.2
980953,Sunrisers Hyderabad,1,194,5,91.4
829817,Mumbai Indians,1,187,6,82.2
980929,Gujarat Lions,1,135,8,41.0
1254097,Rajasthan Royals,2,121,6,42.6
1254072,Chennai Super Kings,1,220,3,117.0
1216504,Rajasthan Royals,2,137,9,37.2
336023,Rajasthan Royals,1,197,1,113.2
392201,Deccan Chargers,1,148,9,43.8
392218,Mumbai Indians,1,157,2,84.2
392191,Royal Challengers Bangalore,1,168,9,55.8
1216543,Delhi Capitals,1,161,7,61.6
1216511,Rajasthan Royals,2,136,10,31.6
1422135,Gujarat Titans,1,199,4,99.4
1473500,Chennai Super Kings,1,187,8,72.2
1473500,Rajasthan Royals,2,188,4,92.8
829779,Chennai Super Kings,1,148,9,43.8
980953,Royal Challengers Bangalore,2,179,6,77.4
980965,Rising Pune Supergiants,2,166,3,84.6
829747,Delhi Daredevils,1,190,4,94.0
829775,Mumbai Indians,1,172,3,88.2
980905,Kings XI Punjab,1,161,6,66.6
829751,Sunrisers Hyderabad,2,137,8,42.2
980925,Kolkata Knight Riders,2,141,4,64.6
980975,Gujarat Lions,2,164,5,73.4
1254113,Royal Challengers Bangalore,1,156,6,63.6
1254111,Punjab Kings,2,183,4,89.8
1254099,Mumbai Indians,2,137,4,62.2
392194,Royal Challengers Bangalore,1,149,7,54.4
392236,Royal Challengers Bangalore,1,170,4,82.0
335999,Deccan Chargers,1,164,8,58.4
1254061,Rajasthan Royals,2,217,7,95.2
1216493,Kings XI Punjab,2,159,10,45.4
1237180,Delhi Capitals,1,189,3,98.4
1254083,Royal Challengers Bangalore,2,145,8,47.0
1422122,Lucknow Super Giants,2,173,6,73.8
1473463,Gujarat Titans,1,180,6,78.0
829761,Kolkata Knight Riders,1,171,7,67.6
980923,Mumbai Indians,1,142,6,55.2
981009,Kolkata Knight Riders,1,171,6,72.6
980965,Delhi Daredevils,1,162,7,62.2
980997,Rising Pune Supergiants,2,76,1,40.6
829777,Rajasthan Royals,1,189,2,103.4
980901,Mumbai Indians,1,121,8,32.6
829785,Royal Challengers Bangalore,1,226,3,120.6
829785,Kings XI Punjab,2,88,10,2.8
980973,Mumbai Indians,2,92,10,5.2
1254097,Delhi Capitals,1,154,6,62.4
1216515,Kolkata Knight Riders,2,210,8,86.0
1254071,Punjab Kings,1,120,10,22.0
1216538,Mumbai Indians,1,208,5,99.8
392216,Kings XI Punjab,2,169,7,66.4
335993,Kolkata Knight Riders,1,147,9,43.2
336010,Royal Challengers Bangalore,2,124,4,54.4
1254095,Sunrisers Hyderabad,1,141,7,49.6
1216492,Mumbai Indians,1,162,9,52.2
1426293,Mumbai Indians,2,174,3,89.4
1473463,Lucknow Super Giants,2,186,4,91.6
980909,Kolkata Knight Riders,1,187,5,87.2
829719,Sunrisers Hyderabad,2,172,2,93.2
829815,Sunrisers Hyderabad,1,113,10,17.8
829819,Rajasthan Royals,2,109,10,15.4
980969,Royal Challengers Bangalore,2,195,3,102.0
980983,Delhi Daredevils,2,150,3,75.0
980947,Kolkata Knight Riders,1,174,5,79.4
980947,Mumbai Indians,2,178,4,86.8
1254098,Kolkata Knight Riders,1,171,6,72.6
1254072,Kolkata Knight Riders,2,202,10,71.2
1254094,Chennai Super Kings,1,134,6,50.4
1216531,Kings XI Punjab,2,177,2,96.2
335992,Royal Challengers Bangalore,1,135,8,41.0
392216,Deccan Chargers,1,168,5,75.8
1216493,Delhi Capitals,1,157,8,54.2
1216493,Delhi Capitals,2,3,0,1.8
1237180,Sunrisers Hyderabad,2,172,8,63.2
1254095,Royal Challengers Bangalore,2,137,6,52.2
1254093,Rajasthan Royals,1,90,9,9.0
1254079,Delhi Capitals,2,170,4,82.0
1426311,Rajasthan Royals,2,139,7,48.4
1473444,Sunrisers Hyderabad,1,190,9,69.0
829769,Rajasthan Royals,2,179,7,72.4
829779,Royal Challengers Bangalore,2,124,10,24.4
980917,Gujarat Lions,2,147,7,53.2
829789,Mumbai Indians,2,159,4,75.4
980997,Delhi Daredevils,1,121,6,42.6
980933,Delhi Daredevils,1,164,4,78.4
829813,Royal Challengers Bangalore,2,2,0,1.2
980925,Kings XI Punjab,1,138,8,42.8
980939,Rising Pune Supergiants,1,160,5,71.0
1216535,Delhi Capitals,1,110,9,21.0
1216505,Delhi Capitals,2,154,4,72.4
1254113,Chennai Super Kings,2,157,4,74.2
1254099,Punjab Kings,1,135,6,51.0
336013,Chennai Super Kings,1,181,4,88.6
336028,Kings XI Punjab,1,189,4,93.4
336000,Rajasthan Royals,1,196,7,82.6
392185,Chennai Super Kings,1,179,5,82.4
336004,Mumbai Indians,1,162,8,57.2
1216512,Sunrisers Hyderabad,2,165,8,59.0
1216507,Sunrisers Hyderabad,1,158,4,74.8
1426269,Kolkata Knight Riders,1,223,6,103.8
1426278,Gujarat Titans,2,220,8,92.0
1426272,Lucknow Super Giants,2,180,2,98.0
1473475,Mumbai Indians,2,177,1,101.2
1426306,Royal Challengers Bengaluru,1,218,5,105.8
1426306,Chennai Super Kings,2,191,7,79.6
1473458,Mumbai Indians,2,209,9,80.4
1426285,Kolkata Knight Riders,2,157,3,79.2
1422123,Gujarat Titans,1,168,6,70.8
1254068,Punjab Kings,1,195,4,97.0
1237177,Delhi Capitals,2,143,8,45.8
336038,Rajasthan Royals,1,192,9,70.2
336011,Deccan Chargers,1,140,8,44.0
392199,Royal Challengers Bangalore,2,143,5,60.8
392209,Chennai Super Kings,1,178,3,91.8
1359486,Chennai Super Kings,2,159,3,80.4
1359476,Kolkata Knight Riders,2,146,7,52.6
1304110,Delhi Capitals,1,159,7,60.4
1304114,Chennai Super Kings,1,150,6,60.0
1359495,Punjab Kings,2,161,8,56.6
392189,Chennai Super Kings,2,180,9,63.0
392200,Kings XI Punjab,1,119,8,31.4
335984,Delhi Daredevils,2,132,1,74.2
1426286,Mumbai Indians,1,144,7,51.4
1216521,Chennai Super Kings,1,114,9,23.4
1216529,Delhi Capitals,1,162,4,77.2
1254085,Sunrisers Hyderabad,2,165,8,59.0
392230,Delhi Daredevils,1,150,3,75.0
335983,Kings XI Punjab,2,207,4,104.2
1304055,Mumbai Indians,2,170,8,62.0
1359541,Delhi Capitals,2,146,9,42.6
1359511,Rajasthan Royals,1,202,5,96.2
335995,Kings XI Punjab,2,162,6,67.2
1473453,Lucknow Super Giants,1,203,8,81.8
1426290,Gujarat Titans,1,147,10,38.2
1473489,Chennai Super Kings,2,211,5,101.6
1422123,Mumbai Indians,2,162,9,52.2
1254060,Kolkata Knight Riders,1,187,6,82.2
1254085,Rajasthan Royals,1,220,3,117.0
392221,Kolkata Knight Riders,1,173,4,83.8
336021,Mumbai Indians,2,68,2,30.8
392224,Royal Challengers Bangalore,2,132,8,39.2
392238,Chennai Super Kings,1,146,5,62.6
1359486,Mumbai Indians,1,157,8,54.2
1370353,Chennai Super Kings,2,171,5,77.6
1359524,Delhi Capitals,2,187,3,97.2
336036,Mumbai Indians,1,145,7,52.0
336007,Chennai Super Kings,1,144,7,51.4
392190,Rajasthan Royals,1,150,6,60.0
335996,Royal Challengers Bangalore,2,165,10,49.0
336020,Deccan Chargers,2,182,9,64.2
392197,Kolkata Knight Riders,2,95,9,12.0
335984,Rajasthan Royals,1,129,8,37.4
1426275,Gujarat Titans,2,146,7,52.6
392231,Kolkata Knight Riders,2,189,3,98.4
392196,Deccan Chargers,2,169,4,81.4
335983,Chennai Super Kings,1,240,5,119.0
336037,Deccan Chargers,1,147,8,48.2
392214,Kings XI Punjab,2,174,3,89.4
392184,Deccan Chargers,2,104,2,52.4
1359532,Sunrisers Hyderabad,1,182,6,79.2
1304095,Chennai Super Kings,2,160,8,56.0
336018,Chennai Super Kings,1,156,6,63.6
336031,Kings XI Punjab,2,178,4,86.8
335996,Chennai Super Kings,1,178,5,81.8
336015,Rajasthan Royals,2,159,7,60.4
1473493,Mumbai Indians,1,155,8,53.0
1473458,Royal Challengers Bengaluru,1,221,5,107.6
1473481,Kolkata Knight Riders,2,7,0,4.2
1216530,Rajasthan Royals,2,131,9,33.6
392196,Chennai Super Kings,1,165,6,69.0
336029,Royal Challengers Bangalore,1,126,8,35.6
392225,Mumbai Indians,2,143,10,35.8
336019,Kings XI Punjab,1,221,3,117.6
336016,Kings XI Punjab,2,144,1,81.4
1359511,Chennai Super Kings,2,170,6,72.0
336018,Mumbai Indians,2,158,1,89.8
336007,Deccan Chargers,2,148,3,73.8
392189,Delhi Daredevils,1,189,5,88.4
336015,Delhi Daredevils,1,156,7,58.6
392197,Mumbai Indians,1,187,6,82.2
1426286,Lucknow Super Giants,2,145,6,57.0
1473470,Mumbai Indians,2,166,6,69.6
1473474,Royal Challengers Bengaluru,2,159,3,80.4
1473494,Chennai Super Kings,2,183,8,69.8
1254108,Royal Challengers Bangalore,1,165,6,69.0
1254074,Punjab Kings,2,132,1,74.2
1216528,Chennai Super Kings,1,167,6,70.2
1237177,Mumbai Indians,1,200,5,95.0
392186,Kings XI Punjab,1,158,6,64.8
392209,Deccan Chargers,2,100,10,10.0
392232,Delhi Daredevils,1,134,7,45.4
392183,Delhi Daredevils,2,58,0,34.8
1359475,Gujarat Titans,2,182,5,84.2
1304095,Royal Challengers Bangalore,1,173,8,63.8
1473453,Mumbai Indians,2,191,5,89.6
1473489,Royal Challengers Bengaluru,1,213,5,102.8
1422133,Lucknow Super Giants,1,181,5,83.6
1422136,Chennai Super Kings,1,165,5,74.0
1254086,Delhi Capitals,2,167,3,85.2
1254103,Rajasthan Royals,1,149,9,44.4
1254103,Royal Challengers Bangalore,2,153,3,76.8
392195,Rajasthan Royals,2,112,7,32.2
392239,Deccan Chargers,1,143,6,55.8
336029,Chennai Super Kings,2,112,8,27.2
336021,Kolkata Knight Riders,1,67,10,-9.8
392233,Kolkata Knight Riders,2,102,6,31.2
1304048,Delhi Capitals,2,179,6,77.4
1473475,Chennai Super Kings,1,176,5,80.6
1473508,Royal Challengers Bengaluru,2,106,2,53.6
1254060,Sunrisers Hyderabad,2,177,5,81.2
1216534,Royal Challengers Bangalore,1,163,5,72.8
392203,Kolkata Knight Riders,2,139,6,53.4
392204,Kings XI Punjab,2,137,7,47.2
392199,Kolkata Knight Riders,1,139,6,53.4
392235,Mumbai Indians,1,165,8,59.0
392232,Royal Challengers Bangalore,2,135,3,66.0
1359532,Lucknow Super Giants,2,185,3,96.0
392190,Rajasthan Royals,2,18,0,10.8
392200,Mumbai Indians,2,116,7,34.6
336008,Mumbai Indians,2,104,3,47.4
1422133,Royal Challengers Bengaluru,2,153,10,41.8
1473494,Kolkata Knight Riders,1,179,6,77.4
1254075,Kolkata Knight Riders,1,133,9,34.8
336001,Delhi Daredevils,2,172,2,93.2
392231,Chennai Super Kings,1,188,3,97.8
392229,Kings XI Punjab,1,134,7,45.4
392203,Mumbai Indians,1,148,6,58.8
336022,Kings XI Punjab,2,94,3,41.4
392226,Delhi Daredevils,1,120,9,27.0
335987,Kings XI Punjab,1,166,8,59.6
392238,Royal Challengers Bangalore,2,149,4,69.4
392225,Rajasthan Royals,1,145,7,52.0
1304098,Punjab Kings,1,189,5,88.4
1359487,Kolkata Knight Riders,2,207,7,89.2
1359503,Sunrisers Hyderabad,1,134,7,45.4
1359524,Royal Challengers Bangalore,1,181,4,88.6
392212,Deccan Chargers,1,145,6,57.0
336031,Deccan Chargers,1,175,4,85.0
336020,Delhi Daredevils,1,194,4,96.4
336039,Chennai Super Kings,2,116,1,64.6
336033,Rajasthan Royals,1,211,5,101.6
1426305,Mumbai Indians,2,196,6,87.6
1216521,Mumbai Indians,2,116,0,69.6
1216527,Kings XI Punjab,1,223,2,123.8
392221,Royal Challengers Bangalore,2,176,4,85.6
392229,Deccan Chargers,2,133,8,39.8
336022,Delhi Daredevils,1,118,4,50.8
392204,Royal Challengers Bangalore,1,145,9,42.0
392202,Rajasthan Royals,2,126,9,30.6
336012,Mumbai Indians,2,126,1,70.6
335987,Rajasthan Royals,2,168,4,80.8
392217,Chennai Super Kings,2,141,3,69.6
336035,Kolkata Knight Riders,2,175,7,70.0
336034,Royal Challengers Bangalore,1,156,8,53.6
392207,Kings XI Punjab,2,154,4,72.4
1359476,Punjab Kings,1,191,5,89.6
1304110,Punjab Kings,2,142,9,40.2
1359491,Rajasthan Royals,1,175,8,65.0
1473493,Gujarat Titans,2,147,7,53.2
1426297,Gujarat Titans,1,231,3,123.6
1426285,Delhi Capitals,1,153,9,46.8
1426305,Lucknow Super Giants,1,214,6,98.4
